category,current_price,stock_remaining,weekly_sales,day,month,weekend,recommended_price
Beverages,477.88,183,57,Thursday,August,0,501.77
Fruits,281.0,101,22,Monday,November,0,281.0
Vegetables,374.55,232,114,Tuesday,April,0,419.5
Fruits,82.71,162,116,Thursday,November,0,92.64
Vegetables,108.1,87,111,Monday,January,0,121.07
Personal Care,164.16,412,51,Sunday,June,1,164.16
Household,413.12,314,9,Wednesday,February,0,371.81
Fruits,474.0,278,98,Saturday,March,1,530.88
Fruits,123.63,354,103,Wednesday,January,0,138.47
Beverages,65.7,84,13,Thursday,March,0,59.13
Bakery,312.15,268,117,Friday,September,0,349.61
Beverages,117.69,429,57,Tuesday,March,0,117.69
Personal Care,74.78,73,26,Wednesday,May,0,74.78
Beverages,314.81,30,117,Thursday,February,0,352.59
Beverages,490.41,488,94,Tuesday,January,0,514.93
Beverages,392.43,110,86,Monday,January,0,439.52
Fruits,487.71,116,104,Tuesday,May,0,546.24
Vegetables,323.43,141,35,Wednesday,May,0,323.43
Dairy,455.72,52,26,Saturday,August,1,455.72
Personal Care,319.98,276,58,Monday,June,0,319.98
Household,134.93,468,68,Monday,January,0,134.93
Household,239.43,93,111,Wednesday,March,0,268.16
Personal Care,160.11,118,7,Friday,December,0,144.1
Vegetables,354.34,408,26,Tuesday,December,0,318.91
Beverages,446.11,179,27,Saturday,March,1,446.11
Vegetables,436.52,94,100,Sunday,April,1,488.9
Snacks,84.52,25,11,Friday,July,0,76.07
Bakery,492.02,387,104,Thursday,March,0,516.62
Frozen,323.0,180,50,Monday,October,0,323.0
Vegetables,30.84,267,57,Tuesday,November,0,30.84
Bakery,474.22,115,84,Sunday,September,1,531.13
Personal Care,248.28,431,8,Wednesday,January,0,223.45
Beverages,412.61,86,63,Wednesday,October,0,433.24
Snacks,14.51,435,7,Sunday,December,1,13.06
Snacks,261.55,84,102,Sunday,October,1,292.94
Household,443.25,116,49,Saturday,April,1,465.41
Bakery,180.23,371,103,Sunday,August,1,201.86
Snacks,233.41,23,29,Friday,December,0,233.41
Vegetables,176.03,227,17,Saturday,July,1,158.43
Dairy,386.83,110,25,Sunday,July,1,386.83
Dairy,217.23,177,74,Friday,November,0,228.09
Dairy,394.03,225,82,Sunday,January,1,413.73
Beverages,118.1,52,113,Thursday,June,0,132.27
Dairy,440.97,51,3,Wednesday,April,0,396.87
Household,76.31,54,56,Tuesday,March,0,80.13
Frozen,185.13,81,14,Sunday,February,1,185.13
Vegetables,364.62,160,95,Wednesday,August,0,408.37
Bakery,104.75,117,36,Monday,September,0,104.75
Bakery,88.03,51,90,Sunday,December,1,98.59
Frozen,381.9,492,52,Monday,July,0,381.9
Beverages,169.34,110,54,Sunday,December,1,177.81
Bakery,423.8,340,67,Monday,September,0,444.99
Personal Care,261.86,270,103,Sunday,July,1,293.28
Fruits,421.06,238,10,Monday,January,0,378.95
Dairy,343.43,125,26,Saturday,December,1,343.43
Beverages,15.2,474,58,Saturday,July,1,15.2
Beverages,188.45,247,28,Monday,July,0,169.6
Household,220.64,450,20,Friday,June,0,198.58
Bakery,451.82,314,9,Wednesday,September,0,406.64
Beverages,396.62,318,12,Monday,January,0,356.96
Snacks,402.73,220,56,Thursday,June,0,402.73
Vegetables,29.9,278,24,Thursday,April,0,26.91
Snacks,249.89,305,79,Sunday,August,1,262.38
Snacks,44.52,178,114,Friday,October,0,49.86
Snacks,208.89,242,37,Saturday,September,1,208.89
Household,261.22,267,44,Friday,August,0,261.22
Snacks,330.92,188,61,Wednesday,May,0,347.47
Snacks,119.0,410,60,Saturday,March,1,119.0
Snacks,133.42,53,98,Wednesday,March,0,149.43
Snacks,490.37,296,79,Saturday,February,1,514.89
Bakery,290.45,216,94,Sunday,September,1,325.3
Frozen,101.35,58,13,Sunday,April,1,101.35
Fruits,188.44,220,37,Friday,September,0,188.44
Fruits,376.95,18,49,Thursday,October,0,395.8
Fruits,333.23,103,72,Wednesday,March,0,349.89
Vegetables,387.38,263,23,Thursday,November,0,348.64
Household,339.65,298,3,Monday,February,0,305.69
Dairy,449.86,116,117,Friday,January,0,503.84
Bakery,97.94,491,103,Friday,March,0,102.84
Personal Care,319.75,149,52,Saturday,April,1,335.74
Snacks,38.95,293,58,Tuesday,October,0,38.95
Household,297.34,322,90,Tuesday,August,0,312.21
Personal Care,32.88,103,30,Sunday,October,1,32.88
Beverages,390.74,120,20,Friday,April,0,390.74
Dairy,211.01,381,102,Sunday,September,1,236.33
Personal Care,409.76,30,97,Wednesday,February,0,458.93
Household,198.68,293,29,Wednesday,February,0,178.81
Snacks,488.85,120,78,Friday,May,0,513.29
Beverages,369.79,359,9,Tuesday,April,0,332.81
Dairy,110.28,484,40,Tuesday,March,0,99.25
Vegetables,291.12,172,90,Monday,September,0,326.05
Beverages,413.81,115,17,Wednesday,July,0,372.43
Household,17.42,295,37,Saturday,September,1,17.42
Personal Care,210.6,342,38,Sunday,June,1,210.6
Household,216.46,303,92,Monday,April,0,227.28
Snacks,205.38,180,36,Wednesday,April,0,205.38
Bakery,322.26,245,40,Tuesday,May,0,322.26
Fruits,299.85,190,54,Wednesday,November,0,299.85
Snacks,85.83,105,26,Tuesday,October,0,85.83
Frozen,36.84,440,31,Tuesday,January,0,33.16
Frozen,67.8,47,20,Monday,August,0,67.8
Dairy,142.63,110,61,Friday,July,0,149.76
Household,22.6,480,72,Wednesday,April,0,22.6
Snacks,388.21,480,17,Wednesday,February,0,349.39
Fruits,160.7,23,79,Sunday,August,1,179.98
Vegetables,89.71,211,78,Friday,February,0,94.2
Fruits,346.71,58,85,Thursday,May,0,388.32
Beverages,36.57,371,96,Sunday,August,1,38.4
Personal Care,497.47,240,41,Saturday,February,1,497.47
Fruits,405.64,244,63,Friday,May,0,425.92
Beverages,189.2,23,90,Friday,February,0,211.9
Frozen,176.35,258,70,Thursday,September,0,185.17
Fruits,47.56,293,51,Sunday,August,1,47.56
Personal Care,335.93,440,59,Wednesday,April,0,335.93
Bakery,197.61,340,120,Sunday,August,1,221.32
Fruits,30.93,382,49,Sunday,October,1,30.93
Household,182.01,173,101,Wednesday,January,0,203.85
Snacks,397.97,78,71,Friday,March,0,417.87
Frozen,83.37,233,43,Tuesday,July,0,83.37
Frozen,402.69,287,87,Monday,March,0,422.82
Vegetables,470.97,158,53,Monday,December,0,494.52
Personal Care,407.73,163,35,Wednesday,February,0,407.73
Bakery,405.69,250,99,Wednesday,June,0,454.37
Household,262.54,294,86,Friday,March,0,275.67
Bakery,485.31,226,3,Friday,June,0,436.78
Frozen,160.2,461,18,Saturday,October,1,144.18
Household,485.76,225,24,Tuesday,January,0,437.18
Vegetables,170.54,142,83,Wednesday,April,0,179.07
Frozen,389.12,154,36,Friday,April,0,389.12
Fruits,159.8,391,101,Sunday,August,1,178.98
Dairy,349.68,259,115,Thursday,December,0,391.64
Frozen,275.06,400,27,Friday,November,0,247.55
Personal Care,421.62,51,55,Friday,August,0,442.7
Bakery,373.89,225,90,Sunday,July,1,418.76
Beverages,447.0,303,39,Friday,January,0,447.0
Frozen,380.86,368,28,Wednesday,December,0,342.77
Bakery,403.55,398,68,Thursday,March,0,403.55
Frozen,394.53,240,104,Thursday,September,0,441.87
Vegetables,36.06,471,27,Saturday,July,1,32.45
Fruits,197.26,54,59,Thursday,March,0,207.12
Dairy,318.3,13,22,Tuesday,December,0,318.3
Bakery,312.65,310,6,Tuesday,January,0,281.38
Dairy,476.11,408,99,Sunday,May,1,499.92
Household,25.35,422,98,Thursday,March,0,26.62
Personal Care,459.4,435,40,Monday,January,0,413.46
Dairy,121.71,66,113,Tuesday,May,0,136.32
Fruits,88.99,77,105,Wednesday,April,0,99.67
Dairy,182.53,457,76,Thursday,November,0,191.66
Dairy,166.2,276,8,Friday,March,0,149.58
Snacks,465.07,15,52,Thursday,October,0,488.32
Beverages,344.02,147,51,Tuesday,October,0,344.02
Household,465.24,175,49,Wednesday,March,0,465.24
Beverages,201.65,484,110,Saturday,September,1,225.85
Bakery,466.79,230,104,Wednesday,October,0,522.8
Fruits,354.37,494,15,Sunday,November,1,318.93
Bakery,475.52,3,65,Monday,May,0,499.3
Fruits,303.94,465,39,Friday,November,0,273.55
Dairy,183.95,191,67,Wednesday,September,0,193.15
Vegetables,258.56,458,48,Friday,December,0,258.56
Bakery,445.34,393,96,Monday,November,0,467.61
Beverages,476.51,84,42,Sunday,September,1,500.34
Bakery,325.54,142,14,Thursday,September,0,292.99
Household,28.21,207,45,Thursday,April,0,28.21
Bakery,122.49,276,44,Monday,June,0,122.49
Household,77.8,239,34,Saturday,March,1,77.8
Vegetables,201.75,244,60,Monday,November,0,211.84
Dairy,95.12,500,25,Sunday,December,1,85.61
Frozen,284.63,283,101,Saturday,August,1,318.79
Vegetables,368.8,32,71,Saturday,October,1,387.24
Fruits,22.21,327,75,Wednesday,August,0,23.32
Beverages,454.31,176,116,Tuesday,October,0,508.83
Bakery,369.06,238,46,Saturday,January,1,369.06
Vegetables,199.15,424,80,Tuesday,August,0,209.11
Fruits,360.39,303,102,Sunday,November,1,403.64
Vegetables,133.45,370,25,Monday,February,0,120.1
Beverages,150.64,24,79,Saturday,December,1,168.72
Vegetables,496.93,440,50,Sunday,November,1,496.93
Dairy,329.68,126,52,Thursday,September,0,346.16
Household,251.88,146,15,Monday,September,0,226.69
Household,121.32,217,33,Tuesday,April,0,121.32
Bakery,496.57,202,112,Wednesday,March,0,556.16
Bakery,311.99,224,32,Sunday,May,1,311.99
Frozen,344.29,41,97,Monday,November,0,385.6
Vegetables,420.1,164,88,Friday,September,0,470.51
Frozen,21.83,275,101,Thursday,April,0,24.45
Vegetables,404.82,86,37,Monday,June,0,404.82
Fruits,359.45,434,87,Friday,March,0,377.42
Frozen,280.08,354,118,Sunday,November,1,313.69
Personal Care,259.29,242,101,Wednesday,February,0,290.4
Frozen,35.58,362,9,Sunday,November,1,32.02
Personal Care,32.69,498,85,Tuesday,June,0,34.32
Bakery,297.72,180,58,Tuesday,January,0,312.61
Dairy,313.09,150,53,Sunday,June,1,328.74
Beverages,146.57,119,39,Friday,April,0,146.57
Bakery,49.69,159,48,Monday,July,0,49.69
Personal Care,164.44,110,39,Saturday,October,1,164.44
Household,209.73,78,36,Monday,February,0,209.73
Snacks,263.34,496,112,Saturday,June,1,294.94
Vegetables,478.57,466,111,Sunday,May,1,536.0
Frozen,268.61,458,37,Friday,January,0,241.75
Vegetables,370.62,184,117,Saturday,March,1,415.09
Beverages,276.52,85,39,Friday,August,0,276.52
Personal Care,321.65,456,25,Tuesday,April,0,289.49
Frozen,438.31,483,84,Friday,September,0,460.23
Beverages,163.54,320,43,Saturday,June,1,163.54
Bakery,57.22,390,36,Saturday,January,1,57.22
Frozen,265.85,484,114,Sunday,May,1,297.75
Dairy,16.77,348,1,Thursday,August,0,15.09
Personal Care,238.75,479,107,Monday,October,0,250.69
Bakery,476.8,78,5,Sunday,November,1,429.12
Bakery,42.79,56,109,Thursday,November,0,47.92
Beverages,416.17,96,112,Saturday,January,1,466.11
Household,191.9,201,36,Monday,October,0,191.9
Dairy,329.39,378,30,Friday,November,0,296.45
Fruits,14.71,382,79,Thursday,December,0,15.45
Dairy,479.12,314,19,Tuesday,February,0,431.21
Dairy,427.91,477,101,Wednesday,July,0,449.31
Bakery,331.57,52,77,Saturday,November,1,371.36
Fruits,350.1,469,22,Wednesday,May,0,315.09
Fruits,339.03,226,69,Friday,April,0,355.98
Household,314.62,471,76,Sunday,May,1,330.35
Personal Care,232.7,341,48,Monday,March,0,232.7
Bakery,430.17,11,71,Thursday,November,0,451.68
Household,353.08,165,1,Friday,October,0,317.77
Dairy,244.54,54,79,Wednesday,April,0,256.77
Dairy,189.99,485,70,Wednesday,August,0,189.99
Bakery,206.22,454,36,Wednesday,February,0,185.6
Household,62.42,118,50,Sunday,February,1,65.54
Beverages,363.69,158,105,Monday,April,0,407.33
Frozen,464.46,14,16,Tuesday,August,0,464.46
Vegetables,98.83,3,77,Monday,August,0,110.69
Frozen,32.17,470,120,Saturday,May,1,36.03
Dairy,74.25,207,31,Sunday,December,1,74.25
Household,386.99,282,70,Thursday,October,0,406.34
Household,177.07,294,76,Monday,January,0,185.92
Dairy,411.32,70,102,Friday,February,0,460.68
Frozen,304.05,221,62,Monday,September,0,319.25
Snacks,79.59,118,70,Thursday,September,0,83.57
Beverages,422.88,4,71,Tuesday,November,0,444.02
Personal Care,26.1,410,7,Monday,August,0,23.49
Dairy,161.7,206,37,Monday,January,0,161.7
Snacks,431.77,287,12,Thursday,January,0,388.59
Frozen,22.81,73,53,Monday,March,0,23.95
Personal Care,137.77,115,58,Wednesday,October,0,144.66
Household,215.66,264,103,Friday,July,0,241.54
Vegetables,90.9,442,29,Wednesday,August,0,81.81
Dairy,227.28,439,37,Thursday,March,0,204.55
Household,314.8,299,63,Friday,September,0,330.54
Frozen,268.28,216,17,Sunday,January,1,241.45
Household,420.69,172,4,Thursday,August,0,378.62
Beverages,260.05,119,50,Monday,September,0,273.05
Snacks,498.35,490,22,Tuesday,April,0,448.52
Bakery,301.22,310,105,Sunday,September,1,337.37
Frozen,77.81,497,84,Saturday,August,1,81.7
Fruits,392.46,462,4,Tuesday,September,0,353.21
Fruits,134.78,468,115,Friday,October,0,150.95
Beverages,274.08,96,32,Sunday,February,1,274.08
Snacks,48.83,346,103,Friday,August,0,54.69
Bakery,77.43,32,56,Saturday,June,1,81.3
Household,432.11,102,46,Monday,August,0,432.11
Personal Care,295.97,357,38,Sunday,July,1,295.97
Vegetables,161.51,221,63,Monday,December,0,169.59
Personal Care,233.1,54,39,Tuesday,November,0,233.1
Household,54.56,436,114,Thursday,February,0,61.11
Fruits,92.6,395,1,Wednesday,April,0,83.34
Personal Care,234.02,75,82,Tuesday,February,0,262.1
Snacks,121.18,367,99,Tuesday,July,0,127.24
Bakery,148.96,111,38,Saturday,June,1,148.96
Frozen,453.35,273,95,Thursday,August,0,476.02
Bakery,327.02,48,44,Tuesday,October,0,343.37
Household,360.98,490,29,Saturday,January,1,324.88
Snacks,112.29,459,9,Thursday,January,0,101.06
Personal Care,429.86,198,22,Friday,January,0,386.87
Fruits,26.49,175,109,Monday,February,0,29.67
Personal Care,78.34,162,47,Saturday,December,1,78.34
Beverages,208.19,188,34,Monday,June,0,208.19
Fruits,400.62,43,93,Saturday,April,1,448.69
Frozen,131.77,133,77,Tuesday,September,0,138.36
Personal Care,353.78,448,43,Thursday,February,0,318.4
Household,295.59,388,53,Saturday,October,1,295.59
Bakery,416.41,301,71,Tuesday,June,0,437.23
Dairy,138.07,41,52,Monday,August,0,144.97
Bakery,115.65,252,112,Monday,May,0,129.53
Fruits,62.91,279,41,Thursday,April,0,62.91
Dairy,215.47,486,7,Thursday,November,0,193.92
Frozen,325.57,100,13,Tuesday,February,0,293.01
Beverages,433.51,285,102,Friday,August,0,485.53
Personal Care,214.79,195,109,Friday,April,0,240.56
Household,60.08,195,11,Tuesday,December,0,54.07
Snacks,148.58,457,55,Saturday,February,1,148.58
Bakery,291.78,202,27,Tuesday,October,0,291.78
Snacks,28.55,20,56,Saturday,June,1,29.98
Vegetables,326.85,78,72,Tuesday,January,0,343.19
Dairy,292.51,138,50,Tuesday,May,0,292.51
Vegetables,50.0,214,75,Wednesday,June,0,52.5
Frozen,466.04,45,115,Thursday,November,0,521.96
Vegetables,345.69,325,11,Wednesday,December,0,311.12
Dairy,349.65,284,77,Friday,March,0,367.13
Bakery,93.98,14,26,Saturday,November,1,93.98
Dairy,281.73,90,88,Thursday,April,0,315.54
Frozen,410.37,103,84,Thursday,June,0,459.61
Frozen,240.97,192,52,Friday,July,0,240.97
Household,388.13,93,5,Friday,June,0,349.32
Vegetables,416.07,79,21,Thursday,November,0,416.07
Household,13.67,330,39,Wednesday,July,0,13.67
Household,400.01,456,49,Thursday,January,0,400.01
Bakery,351.9,397,19,Saturday,October,1,316.71
Vegetables,256.63,410,92,Sunday,June,1,269.46
Vegetables,159.12,490,86,Monday,July,0,167.08
Household,266.45,498,39,Friday,February,0,239.81
Personal Care,152.18,196,68,Sunday,July,1,159.79
Dairy,179.79,182,108,Thursday,April,0,201.36
Personal Care,306.43,378,66,Sunday,June,1,321.75
Dairy,115.61,266,27,Friday,October,0,104.05
Beverages,137.55,418,91,Friday,December,0,144.43
Dairy,14.09,426,9,Wednesday,December,0,12.68
Personal Care,86.57,42,72,Sunday,May,1,90.9
Snacks,349.48,428,119,Tuesday,April,0,391.42
Dairy,240.89,453,65,Thursday,May,0,240.89
Household,101.97,406,85,Sunday,November,1,107.07
Dairy,70.38,425,86,Thursday,November,0,73.9
Personal Care,288.97,428,7,Tuesday,December,0,260.07
Household,453.78,98,90,Saturday,June,1,508.23
Fruits,317.21,277,104,Monday,May,0,355.28
Frozen,210.52,151,54,Sunday,May,1,221.05
Snacks,75.84,56,49,Wednesday,October,0,79.63
Vegetables,246.8,95,64,Saturday,January,1,259.14
Bakery,353.03,316,60,Saturday,March,1,370.68
Snacks,436.48,417,65,Sunday,November,1,436.48
Household,263.4,289,115,Friday,January,0,295.01
Frozen,222.96,183,41,Tuesday,May,0,222.96
Vegetables,285.51,185,29,Monday,April,0,285.51
Personal Care,219.49,437,55,Sunday,December,1,219.49
Fruits,111.25,130,108,Monday,November,0,124.6
Dairy,35.47,190,28,Thursday,June,0,35.47
Frozen,240.29,256,24,Friday,March,0,216.26
Frozen,257.21,435,63,Thursday,February,0,257.21
Beverages,386.63,497,100,Friday,May,0,405.96
Personal Care,63.62,66,48,Tuesday,November,0,66.8
Snacks,215.78,467,22,Friday,July,0,194.2
Dairy,361.96,262,64,Thursday,June,0,380.06
Fruits,270.47,250,26,Wednesday,October,0,243.42
Personal Care,394.25,150,53,Sunday,April,1,413.96
Personal Care,95.37,343,48,Tuesday,June,0,95.37
Fruits,161.29,393,55,Tuesday,January,0,161.29
Frozen,447.66,175,20,Thursday,April,0,402.89
Household,360.17,333,49,Wednesday,June,0,360.17
Beverages,269.71,261,6,Sunday,January,1,242.74
Bakery,447.21,363,52,Friday,July,0,447.21
Frozen,431.74,323,64,Saturday,February,1,453.33
Household,210.63,323,26,Monday,November,0,189.57
Fruits,445.78,187,74,Tuesday,June,0,468.07
Fruits,462.03,235,60,Saturday,July,1,485.13
Frozen,424.46,25,100,Monday,January,0,475.4
Beverages,229.71,395,97,Monday,April,0,241.2
Fruits,77.59,215,97,Wednesday,February,0,86.9
Beverages,484.78,161,72,Wednesday,August,0,509.02
Beverages,440.35,469,17,Tuesday,May,0,396.32
Dairy,98.89,354,11,Monday,October,0,89.0
Dairy,206.2,108,114,Sunday,July,1,230.94
Fruits,234.36,296,37,Wednesday,August,0,234.36
Fruits,150.48,305,21,Saturday,January,1,135.43
Household,28.9,53,72,Sunday,March,1,30.34
Fruits,434.48,194,75,Sunday,November,1,456.2
Beverages,61.92,379,13,Saturday,July,1,55.73
Fruits,359.51,500,60,Monday,January,0,359.51
Vegetables,204.31,432,74,Sunday,May,1,214.53
Fruits,304.82,472,71,Saturday,December,1,320.06
Dairy,72.55,101,76,Tuesday,August,0,76.18
Vegetables,60.29,241,68,Friday,June,0,63.3
Beverages,241.28,264,56,Friday,January,0,241.28
Snacks,24.94,13,40,Wednesday,February,0,24.94
Beverages,297.31,469,57,Sunday,October,1,297.31
Bakery,461.59,378,54,Saturday,August,1,461.59
Bakery,200.28,127,62,Monday,February,0,210.29
Vegetables,342.47,439,109,Monday,February,0,383.57
Dairy,355.77,104,109,Wednesday,June,0,398.46
Beverages,423.07,264,33,Wednesday,December,0,423.07
Bakery,80.24,375,91,Monday,January,0,84.25
Household,446.84,360,28,Saturday,September,1,402.16
Vegetables,109.73,389,79,Saturday,September,1,115.22
Fruits,483.14,238,70,Saturday,October,1,507.3
Personal Care,63.55,387,50,Thursday,October,0,63.55
Fruits,344.13,351,67,Monday,September,0,361.34
Frozen,278.73,239,53,Tuesday,June,0,278.73
Frozen,230.52,385,100,Tuesday,April,0,242.05
Personal Care,487.9,441,84,Monday,December,0,512.29
Fruits,260.68,50,113,Thursday,August,0,291.96
Bakery,37.29,348,83,Tuesday,January,0,39.15
Snacks,247.83,223,34,Monday,February,0,247.83
Vegetables,311.55,152,58,Wednesday,August,0,327.13
Bakery,234.28,293,26,Friday,September,0,210.85
Frozen,262.62,274,63,Friday,July,0,275.75
Snacks,282.79,139,50,Friday,September,0,282.79
Fruits,54.32,211,69,Wednesday,June,0,57.04
Bakery,435.48,115,11,Tuesday,August,0,391.93
Fruits,114.6,169,107,Sunday,March,1,128.35
Vegetables,52.25,312,119,Monday,May,0,58.52
Snacks,496.79,328,13,Saturday,March,1,447.11
Bakery,358.3,356,16,Saturday,July,1,322.47
Snacks,305.97,460,90,Wednesday,June,0,321.27
Bakery,342.76,410,70,Wednesday,December,0,342.76
Vegetables,286.21,39,25,Sunday,January,1,286.21
Vegetables,472.51,465,77,Friday,February,0,496.14
Fruits,314.42,424,103,Monday,February,0,330.14
Household,307.53,262,58,Tuesday,May,0,307.53
Vegetables,373.34,149,31,Monday,December,0,373.34
Frozen,240.44,152,9,Thursday,August,0,216.4
Bakery,71.83,304,68,Friday,October,0,75.42
Bakery,476.69,363,117,Friday,November,0,533.89
Fruits,309.97,272,69,Thursday,September,0,325.47
Fruits,393.4,404,36,Tuesday,August,0,354.06
Beverages,161.8,328,89,Sunday,April,1,169.89
Frozen,373.62,469,44,Tuesday,April,0,336.26
Household,399.98,213,31,Thursday,February,0,399.98
Dairy,335.36,353,120,Friday,November,0,375.6
Fruits,103.49,422,44,Saturday,July,1,103.49
Bakery,393.04,326,117,Saturday,January,1,440.2
Vegetables,173.63,150,64,Monday,October,0,182.31
Household,422.9,180,27,Monday,December,0,422.9
Fruits,230.37,67,106,Sunday,February,1,258.01
Vegetables,238.63,194,85,Tuesday,May,0,250.56
Household,434.87,429,83,Sunday,August,1,456.61
Vegetables,140.1,119,73,Friday,December,0,147.1
Fruits,152.1,111,47,Tuesday,February,0,152.1
Beverages,102.6,467,34,Thursday,November,0,92.34
Beverages,461.71,369,73,Thursday,September,0,484.8
Snacks,227.01,26,115,Monday,March,0,254.25
Personal Care,487.6,62,119,Monday,February,0,546.11
Dairy,481.13,261,31,Saturday,April,1,481.13
Snacks,50.95,81,76,Thursday,October,0,53.5
Fruits,326.41,427,33,Wednesday,March,0,293.77
Fruits,412.1,326,55,Saturday,October,1,412.1
Frozen,463.01,351,24,Saturday,May,1,416.71
Beverages,259.1,104,63,Thursday,July,0,272.06
